,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
580,married,1st phase - general contingent,3.0,Nursing,daytime,Secondary education,137.0,Portuguese,Higher Education - Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Administrative staff,121.0,no,no,no,yes,female,yes,19.0,no,0.0,8.0,8.0,7.0,14.725714285714288,0.0,0.0,8.0,8.0,4.007985601919744,14.725714285714288,0.0,10.8,1.4,1.74,Graduate
581,single,1st phase - general contingent,1.0,Management,daytime,Secondary education,117.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,109.0,yes,no,no,no,female,no,20.0,no,0.0,5.0,9.0,1.0,11.0,0.0,0.0,5.0,10.0,3.0,12.0,1.0,7.6,2.6,0.32,Dropout
582,single,Over 23 years old,1.0,Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",108.0,no,no,no,yes,female,no,30.0,no,0.0,7.0,8.0,3.0,11.5,0.0,0.0,7.0,8.0,5.0,11.9,0.0,13.9,-0.3,0.79,Enrolled
583,single,1st phase - general contingent,6.0,Management,daytime,Secondary education,128.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,116.0,no,no,no,yes,female,no,21.0,no,0.0,5.0,8.0,3.0,11.0,0.0,0.0,5.0,7.0,3.0,12.333333333333334,0.0,7.6,2.6,0.32,Enrolled
584,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,143.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",133.0,no,no,no,yes,female,no,18.0,no,0.0,6.0,6.0,6.0,12.0,0.0,0.0,6.0,6.0,6.0,11.5,0.0,11.1,0.6,2.02,Graduate
585,single,1st phase - general contingent,3.0,Nursing,daytime,Secondary education,138.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,131.0,yes,no,no,yes,female,yes,18.0,no,0.0,8.0,8.0,7.0,13.39125,0.0,0.0,8.0,11.0,7.0,14.15375,0.0,15.5,2.8,-4.06,Graduate
586,single,1st phase - general contingent,1.0,Veterinary Nursing,daytime,Secondary education,138.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,142.0,yes,no,no,yes,female,yes,19.0,no,0.0,5.0,7.0,5.0,13.8,0.0,0.0,5.0,5.0,5.0,12.6,0.0,10.8,1.4,1.74,Graduate
587,single,1st phase - general contingent,1.0,Advertising and Marketing Management,daytime,Secondary education,139.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",128.0,yes,no,no,yes,female,yes,18.0,no,0.0,6.0,6.0,6.0,13.0,0.0,0.1369956782004134,6.0,6.0,6.0,12.166666666666666,0.0,11.51991535071858,0.5,1.79,Graduate
588,single,2nd phase - general contingent,1.0,Social Service,daytime,Secondary education,124.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",116.0,yes,no,no,yes,female,no,19.0,no,0.0,6.0,6.0,6.0,12.666666666666666,0.0,0.0,6.0,7.0,6.0,12.5,0.0,7.6,2.6,0.32,Graduate
589,divorced,Over 23 years old,1.0,Advertising and Marketing Management,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Armed Forces Professions,130.0,no,no,no,no,female,no,31.0,no,0.0,5.0,6.0,3.0,11.333333333333334,0.0,0.0,5.0,5.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
590,single,Over 23 years old,1.0,Advertising and Marketing Management,daytime,Secondary education,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",122.0,no,no,no,yes,male,yes,27.0,no,0.0,6.0,8.0,4.179042378738802,13.333333333333334,0.0,0.0,6.0,7.0,6.0,12.5,0.0,12.4,0.5,1.79,Graduate
591,single,Over 23 years old,1.0,Tourism,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,101.0,no,no,no,yes,male,no,29.0,no,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
592,single,1st phase - general contingent,1.6440843447013356,Journalism and Communication,daytime,Secondary education,138.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,141.0,yes,no,no,yes,female,no,20.0,no,0.0,6.0,10.0,5.0,12.16,0.0,0.0,6.0,9.0,5.0,11.4,0.0,9.4,-0.8,-3.12,Enrolled
593,single,Change of course,2.0,Journalism and Communication,daytime,Secondary education,116.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",117.0,yes,no,yes,yes,female,no,20.0,no,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
594,single,Over 23 years old,1.6440843447013356,Social Service,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",113.0,no,no,no,yes,female,no,30.0,no,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
595,single,3rd phase - general contingent,5.0,Basic Education,daytime,Secondary education,116.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",110.0,yes,no,no,yes,female,no,19.0,no,0.0,6.0,10.0,4.0,13.25,0.0,0.0,6.0,11.0,4.0,10.571428571428571,0.0,10.8,1.4,-0.08006514178705189,Enrolled
596,widower,Over 23 years old,1.0,Management (evening attendance),evening,Secondary education,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,160.0,no,no,no,yes,female,no,43.0,no,0.0,5.0,7.0,5.0,13.8,0.0,0.0,5.0,5.0,5.0,13.0,0.0,9.4,-0.8,-3.12,Graduate
597,single,1st phase - general contingent,1.0,Nursing,daytime,Secondary education,142.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Installation and Machine Operators and Assembly Workers,142.0,no,no,no,yes,male,no,19.0,no,0.0,6.0,6.0,6.0,14.0,0.0,0.0,6.0,6.0,6.0,13.5,0.0,7.6,2.6,0.32,Graduate
598,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,121.0,Portuguese,Unknown,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Student,Installation and Machine Operators and Assembly Workers,113.0,no,no,no,yes,female,yes,22.279178162920896,no,0.0,6.0,6.0,6.0,11.833333333333334,0.0,0.0,6.0,8.0,6.0,12.6,0.0,10.8,1.4,1.74,Graduate
599,single,1st phase - general contingent,2.0,Veterinary Nursing,daytime,Secondary education,125.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Other Situation,137.0,no,no,no,yes,male,no,18.0,no,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
600,single,Change of course,3.0,Journalism and Communication,daytime,Secondary education,137.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",125.03061934585944,yes,no,no,yes,female,no,20.0,no,0.0,6.0,6.0,6.0,12.0,0.0,0.0,6.0,7.0,6.0,12.857142857142858,0.0,15.5,2.8,-4.06,Graduate
601,single,1st phase - general contingent,3.0,Journalism and Communication,daytime,Secondary education,126.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,121.0,yes,no,no,yes,male,yes,18.0,no,0.0,6.0,7.0,6.0,12.666666666666666,0.0,0.0,6.0,7.0,6.0,12.0,0.0,12.7,3.7,-1.7,Enrolled
602,single,1st phase - general contingent,2.0,Journalism and Communication,daytime,Secondary education,143.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,Unskilled Workers,140.0,yes,no,no,yes,female,no,23.0,no,0.0,6.0,6.0,6.0,13.166666666666666,0.0,0.0,6.0,6.0,6.0,13.0,0.0,16.2,0.3,-0.92,Graduate
603,single,1st phase - general contingent,1.0,Basic Education,daytime,Secondary education,132.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",125.0,yes,no,no,yes,female,yes,18.0,no,0.0,6.0,8.0,6.0,13.5,0.0,0.0,6.0,8.0,5.0,12.4,0.0,9.4,-0.8,-3.12,Enrolled
604,single,1st phase - general contingent,1.0,Veterinary Nursing,daytime,Secondary education,138.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,123.0,yes,no,no,yes,female,no,18.0,no,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
605,single,Technological specialization diploma holders,1.0,Agronomy,daytime,Technological specialization course,170.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,170.0,no,no,no,yes,male,no,22.0,no,0.0,6.0,9.0,3.0,14.666666666666666,0.0,0.0,6.0,6.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
606,single,1st phase - general contingent,1.0,Nursing,daytime,Secondary education,126.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,123.0,yes,no,no,yes,female,no,19.0,no,0.0,7.0,13.0,6.0,11.5,0.0,0.1369956782004134,7.0,7.0,6.0,11.5,0.0,7.6,2.6,0.32,Enrolled
607,single,1st phase - general contingent,2.0,Social Service,daytime,Secondary education,141.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Intermediate Level Technicians and Professions,126.0,yes,no,no,yes,female,no,19.0,no,0.0,6.0,6.0,6.0,12.166666666666666,0.0,0.0,6.0,6.0,6.0,12.5,0.0,12.7,3.7,-1.7,Graduate
608,single,2nd phase - general contingent,1.6440843447013356,Journalism and Communication,daytime,Secondary education,134.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,121.0,yes,no,no,yes,female,no,19.0,no,0.0,6.0,8.0,5.0,11.4,0.0,0.0,5.9343089774211855,8.0,5.0,12.4,0.0,15.5,2.8,-4.06,Graduate
609,single,1st phase - general contingent,4.0,Nursing,daytime,Secondary education,148.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,125.0,yes,no,no,yes,female,no,18.0,no,0.0,7.0,7.0,6.0,13.35,0.0,0.0,7.0,7.0,6.0,13.35,0.0,7.6,2.6,0.32,Graduate
610,single,1st phase - general contingent,2.0,Journalism and Communication,daytime,Secondary education,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,117.0,yes,no,no,yes,female,yes,19.0,no,0.0,6.0,8.0,5.0,12.0,0.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,12.7,3.7,-1.7,Graduate
611,single,Short cycle diploma holders,1.0,Veterinary Nursing,daytime,Professional higher technical course,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities,133.0,yes,no,no,yes,female,no,23.0,no,7.0,11.0,12.0,11.0,13.25,0.0,4.0,9.0,15.0,8.0,13.8,0.0,8.9,1.4,3.51,Enrolled
612,single,2nd phase - general contingent,1.0,Social Service,daytime,Secondary education,128.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,116.0,no,no,no,yes,female,yes,18.0,no,0.0,6.0,6.0,6.0,12.0,0.0,0.0,6.0,6.0,6.0,11.833333333333334,0.0,8.9,1.4,3.51,Graduate
613,single,1st phase - general contingent,2.0,Nursing,daytime,Secondary education,139.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",125.0,yes,no,no,yes,female,yes,19.0,no,0.0,7.0,11.0,6.0,12.9,0.0,0.0,7.0,11.0,4.007985601919744,12.9,0.0,7.6,2.6,0.32,Enrolled
614,single,Over 23 years old,1.0,Agronomy,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Administrative staff,126.0,no,no,no,yes,female,no,25.0,no,0.0,6.0,7.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
615,single,Over 23 years old,1.0,Agronomy,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,130.0,no,no,yes,yes,male,no,27.0,no,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
616,single,2nd phase - general contingent,1.0,Nursing,daytime,Secondary education,146.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,133.0,no,no,no,yes,male,no,18.0,no,0.0,7.0,9.0,5.0,14.06,0.0,0.0,7.0,9.0,5.0,14.06,0.0,7.6,2.6,0.32,Enrolled
617,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,145.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",138.0,no,no,no,yes,female,yes,18.0,no,0.0,6.0,6.0,6.0,13.666666666666666,0.0,0.0,6.0,6.0,6.0,14.0,0.0,9.4,-0.8,-3.12,Graduate
618,single,Over 23 years old,1.0,Social Service,daytime,12th year of schooling - not completed,132.3824218076714,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Unknown,Student,Student,118.0,yes,no,no,no,male,no,38.0,no,0.0,6.0,11.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
619,single,2nd phase - general contingent,2.0,Nursing,daytime,Secondary education,137.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,131.0,yes,no,no,yes,female,no,18.0,no,0.0,7.0,8.0,7.0,14.85285714285714,0.0,0.0,8.0,9.0,7.0,14.652857142857142,0.0,12.4,0.5,1.79,Graduate
620,married,Over 23 years old,1.0,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Armed Forces Professions,112.0,no,no,no,yes,female,no,49.0,no,0.0,6.0,8.0,6.0,12.666666666666666,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,15.5,2.8,-4.06,Graduate
621,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,157.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",138.0,yes,no,no,yes,female,no,18.0,no,0.0,6.0,9.0,6.0,12.666666666666666,0.0,0.0,6.0,6.0,6.0,9.626998241540127,0.0,9.4,-0.8,-3.12,Graduate
622,single,1st phase - general contingent,1.0,Journalism and Communication,daytime,Secondary education,133.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",131.0,yes,no,no,yes,female,no,18.0,no,0.0,6.0,6.0,6.0,12.285714285714286,0.0,0.0,6.0,6.0,6.0,13.5,0.0,8.9,1.4,3.51,Graduate
623,single,1st phase - general contingent,3.0,Communication Design,daytime,Secondary education,135.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,134.0,yes,no,no,yes,female,no,18.0,no,0.0,6.0,8.0,6.0,12.0,0.0,0.0,6.0,7.0,6.0,12.666666666666666,0.0,7.6,2.6,0.32,Graduate
624,single,1st phase - general contingent,6.0,Nursing,daytime,Secondary education,126.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",121.0,yes,no,no,yes,female,no,19.0,no,0.0,7.0,9.0,7.0,13.683333333333332,0.05818361408473264,0.0,8.0,11.0,6.0,13.116666666666667,0.0,12.4,0.5,1.79,Enrolled
625,single,Over 23 years old,1.0,Management (evening attendance),evening,Secondary education,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,100.0,yes,no,yes,no,male,no,37.0,no,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,12.7,3.7,-1.7,Graduate
626,single,3rd phase - general contingent,1.0,Veterinary Nursing,daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Installation and Machine Operators and Assembly Workers,Armed Forces Professions,98.0,yes,no,no,yes,female,no,19.0,no,0.1882140226344338,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,11.333333333333334,0.0,8.9,1.4,3.51,Dropout
627,married,Over 23 years old,1.0,Management (evening attendance),evening,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,142.0,no,no,no,yes,female,no,33.0,no,0.0,5.0,10.0,4.0,12.25,0.0,0.0,5.0,9.0,4.0,11.857142857142858,0.0,12.4,0.5,1.79,Enrolled
628,single,2nd phase - general contingent,1.0,Journalism and Communication,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,95.0,no,no,yes,no,female,no,20.0,no,0.0,6.0,6.0,1.0,13.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,11.51991535071858,2.8,-4.06,Dropout
629,single,1st phase - general contingent,4.0,Advertising and Marketing Management,daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",127.0,yes,no,no,yes,male,no,18.0,no,0.0,6.0,8.0,6.0,14.25,0.0,0.0,6.0,8.0,5.0,14.0,0.0,11.1,1.2298957284038008,2.02,Graduate
630,single,1st phase - general contingent,1.0,Management,daytime,Secondary education,160.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,116.0,no,no,no,yes,male,no,26.0,no,1.0,5.0,7.0,3.0,11.666666666666666,0.0,0.0,5.0,12.0,1.0,12.0,0.0,7.6,2.6,0.32,Enrolled
631,single,Over 23 years old,1.0,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",114.0,no,no,no,yes,male,no,25.0,no,0.0,5.0,9.0,5.0,12.4,1.0,0.0,5.0,5.0,5.0,13.8,0.0,12.7,3.7,-1.7,Graduate
632,single,1st phase - general contingent,2.0,Journalism and Communication,daytime,Secondary education,121.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,116.0,yes,no,no,yes,female,yes,18.0,no,0.0,6.0,8.0,6.0,13.666666666666666,0.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,8.9,1.4,3.51,Graduate
633,single,1st phase - general contingent,1.6440843447013356,Social Service,daytime,Secondary education,120.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",112.0,yes,no,no,yes,female,no,20.0,no,0.0,6.0,7.349473483714728,6.0,11.125,0.0,0.0,6.0,10.0,6.0,11.857142857142858,0.0,13.9,-0.3,0.79,Graduate
634,married,Over 23 years old,1.0,Management (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,111.0,no,no,no,yes,female,no,46.0,no,0.0,5.0,5.0,5.0,11.6,0.0,0.0,5.0,9.0,5.0,11.6,0.0,7.6,2.6,0.32,Graduate
635,single,Over 23 years old,2.0,Journalism and Communication,daytime,Secondary education,110.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",106.0,yes,no,no,yes,male,no,24.0,no,0.0,6.0,9.0,3.0,11.666666666666666,0.0,0.0,6.0,10.0,3.0,10.4,0.0,11.1,0.6,2.02,Dropout
636,single,Change of course,1.0,Management (evening attendance),evening,Higher education - bachelor's degree,110.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,110.0,no,no,no,yes,female,no,22.279178162920896,no,9.0,15.0,16.0,15.0,10.928571428571429,0.0,6.0,13.0,13.0,9.0,11.833333333333334,0.0,9.4,-0.8,-3.12,Graduate
637,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,135.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",121.0,no,no,no,yes,female,yes,18.0,no,0.0,6.0,6.0,6.0,11.333333333333334,0.0,0.0,6.0,6.0,6.0,11.333333333333334,0.0,10.8,1.4,1.74,Graduate
638,single,2nd phase - general contingent,1.0,Veterinary Nursing,daytime,Secondary education,115.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,112.0,no,no,no,yes,male,no,21.0,no,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
639,single,1st phase - general contingent,4.0,Social Service,daytime,Secondary education,134.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,125.0,yes,no,no,yes,female,yes,18.0,no,0.0,6.0,8.0,6.0,13.166666666666666,0.0,0.0,6.0,7.0,6.0,13.0,0.06184842133729971,15.5,2.8,-4.06,Graduate
640,single,1st phase - general contingent,3.0,Tourism,daytime,Secondary education,131.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Intermediate Level Technicians and Professions,128.0,yes,no,no,yes,female,yes,19.0,no,0.0,6.0,6.0,6.0,14.0,0.0,0.0,6.0,6.0,6.0,11.666666666666666,0.0,10.8,1.4,1.74,Graduate
641,single,2nd phase - general contingent,1.0,Informatics Engineering,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,100.0,no,no,no,yes,male,no,20.0,no,0.0,5.0,8.0,4.0,10.75,0.0,0.0,5.0,7.0,5.0,11.0,0.0,12.4,0.5,1.79,Enrolled
